id,fecha,usuario,texto,tema,sentimiento,likes,reposts
186,05/12/2023,user_72940,Mi feed está lleno de gente de mi edad siendo CEOs. mientras yo apenas puedo pagar la renta.,Generación Z y crisis de sentido,neutral,702,4808
187,24/12/2023,user_31123,Mi trabajo ahora es revisar lo que hace la IA. pero también propósito y significado.,IA y pérdida de autonomía humana,positivo,16069,4460
188,23/05/2024,user_9689,"la automatización nos quita trabajos, pero también propósito y significado.",IA y pérdida de autonomía humana,negativo,13102,2059
189,06/01/2024,user_82054,Estudié 5 años para un título que no me sirve. todo es contenido todo es performance.,Generación Z y crisis de sentido,positivo,18264,614
190,08/10/2023,user_90846,antes teníamos Messenger y éramos felices ahora hay 20 apps. y nadie responde.,Generación Z y crisis de sentido,negativo,18171,3956
191,07/05/2023,user_25556,"nos están vendiendo la IA como solución, pero nadie habla de lo que perdemos.",IA y pérdida de autonomía humana,neutral,15650,3833
192,12/09/2023,user_74756,crecimos con YouTube creyendo que todos podíamos ser famosos. qué decepción.,Generación Z y crisis de sentido,negativo,478,3224
193,21/01/2022,user_99513,"La IA predice, mis deseos antes, de que los tenga. ¿soy tan predecible?.",IA y pérdida de autonomía humana,negativo,16552,3034
194,18/06/2023,user_1898,la cultura de internet destruyó nuestra capacidad de estar aburridos. y ahí está la creatividad.,Generación Z y crisis de sentido,neutral,19843,4102
195,02/11/2022,user_51960,"Los trabajos del futuro, no existen todavía, y los de ahora. los está tomando la IA.",IA y pérdida de autonomía humana,positivo,6171,1914
196,16/12/2024,user_56769,"la IA es útil pero estamos, perdiendo habilidades que no recuperaremos.",IA y pérdida de autonomía humana,negativo,4202,4785
197,05/10/2023,user_2009,"Tres trabajos y aún no me alcanza, para independizarme. ¿así va a ser toda la vida?.",Generación Z y crisis de sentido,positivo,13428,2657
198,03/12/2024,user_86850,Mi ansiedad tiene ansiedad y encima siento culpa. todo es contenido todo es performance.,Generación Z y crisis de sentido,positivo,19347,3106
199,08/10/2022,user_57008,Me piden 5 años de experiencia para un trabajo entry level. de estar aburridos y ahí está la creatividad.,Generación Z y crisis de sentido,negativo,17824,3681
200,04/08/2024,user_98123,Dejé Instagram por una semana y me di cuenta de. cuánto tiempo perdía comparándome con desconocidos.,Generación Z y crisis de sentido,negativo,17706,900
201,12/12/2024,user_69140,"dependemos de la IA para pensar, para crear para decidir. Mal camino.",IA y pérdida de autonomía humana,negativo,12004,4454
202,08/02/2023,user_25851,"Tinder decide mis matches, LinkedIn mis trabajos, las apps. controlan mi vida social y laboral.",IA y pérdida de autonomía humana,negativo,6162,3701
203,13/07/2023,user_8370,crecimos con YouTube creyendo que todos podíamos ser famosos. qué decepción.,Generación Z y crisis de sentido,neutral,16719,2587
204,08/11/2022,user_73615,"dependemos de la IA para pensar, para crear para decidir. Mal camino.",IA y pérdida de autonomía humana,neutral,9839,1184
205,11/02/2023,user_37885,Netflix decide qué veo Amazon qué compro. perdiendo habilidades que no recuperaremos.,IA y pérdida de autonomía humana,neutral,16808,1443
206,12/12/2024,user_79064,Las videollamadas no reemplazan. el contacto humano real extraño abrazos sin pantallas.,Generación Z y crisis de sentido,neutral,18300,588
207,24/08/2022,user_99207,"Mi trabajo ahora es, revisar lo que hace la IA, básicamente soy. un supervisor de máquinas.",IA y pérdida de autonomía humana,negativo,5214,3413
208,08/04/2022,user_83589,entre el doom scrolling y las noticias depresivas mi salud mental. va en picada.,Generación Z y crisis de sentido,negativo,7188,3701
209,02/11/2023,user_53789,"delegamos tanto en las máquinas, que olvidamos cómo hacer cosas básicas.",IA y pérdida de autonomía humana,negativo,3600,4402
210,06/01/2023,user_48253,¿Por qué tengo que monetizar mis hobbies. para que valgan la pena? Solo quiero dibujar sin pensar en vender.,Generación Z y crisis de sentido,negativo,4608,2774
211,26/08/2024,user_76395,entre el doom scrolling y las noticias depresivas mi salud mental. va en picada.,Generación Z y crisis de sentido,neutral,14276,4360
212,13/05/2022,user_53586,Todos hablan del cambio climático. ahora hay 20 apps y nadie responde.,Generación Z y crisis de sentido,positivo,15319,3704
213,24/01/2023,user_49946,"La IA está en, medicina, justicia, educación, ¿confiamos tanto. en la tecnología?.",IA y pérdida de autonomía humana,neutral,4991,737
214,03/07/2024,user_83813,"mi rutina es scroll, trabajo, scroll, dormir y repetir. ¿esto es vivir?.",Generación Z y crisis de sentido,negativo,7358,2777
215,15/11/2023,user_16563,"cada vez que uso IA siento que, renuncio a algo de mi humanidad.",IA y pérdida de autonomía humana,positivo,19336,2526
216,21/09/2024,user_37830,"nos están vendiendo la IA como solución, pero nadie habla de lo que perdemos.",IA y pérdida de autonomía humana,negativo,11350,420
217,27/12/2023,user_68685,"cada vez que uso IA siento que, renuncio a algo de mi humanidad.",IA y pérdida de autonomía humana,neutral,7803,4156
218,25/05/2022,user_78386,antes teníamos Messenger y éramos felices ahora hay 20 apps. y nadie responde.,Generación Z y crisis de sentido,positivo,8289,986
219,13/01/2024,user_48366,Alexa controla mi casa mi celular mi vida. perdiendo habilidades que no recuperaremos.,IA y pérdida de autonomía humana,neutral,3622,118
220,23/05/2023,user_6899,"mi rutina es scroll, trabajo, scroll, dormir y repetir. ¿esto es vivir?.",Generación Z y crisis de sentido,negativo,825,1138
221,30/05/2022,user_89539,Las videollamadas no reemplazan. el contacto humano real extraño abrazos sin pantallas.,Generación Z y crisis de sentido,positivo,4477,4373
222,30/10/2022,user_21611,"El algoritmo decide qué veo, qué pienso, qué compro. y repetir ¿esto es vivir?.",Generación Z y crisis de sentido,neutral,1379,2176
223,10/01/2022,user_51095,honestamente ya no sé qué es real todo es contenido. todo es performance.,Generación Z y crisis de sentido,neutral,12255,3425
224,11/07/2024,user_8481,Los trabajos del futuro no existen todavía. y los de ahora los está tomando la IA.,IA y pérdida de autonomía humana,neutral,14084,4160
225,17/12/2023,user_64232,"Mi feed está lleno de gente de mi edad siendo CEOs, mientras yo. apenas puedo pagar la renta.",Generación Z y crisis de sentido,neutral,4024,2478
226,19/01/2022,user_41869,Llevo 3 días sin dormir bien la presión de ser productivo 24/7. mi salud mental va en picada.,Generación Z y crisis de sentido,negativo,11741,364
227,01/09/2023,user_30896,estoy cansado de fingir que todo está bien cuando claramente. nada lo está.,Generación Z y crisis de sentido,negativo,19897,440
228,26/10/2024,user_36913,"nos están vendiendo la IA como solución, pero nadie habla de lo que perdemos.",IA y pérdida de autonomía humana,negativo,10733,4467
229,07/12/2022,user_94747,Si la IA hace todo ¿qué sentido tiene. pero nadie habla de lo que perdemos.,IA y pérdida de autonomía humana,neutral,11787,4878
230,25/12/2024,user_78789,"Zoom, Teams, Discord mi vida social. es 100% digital ¿cuándo fue la última vez que salí?.",Generación Z y crisis de sentido,negativo,19523,2932
231,28/09/2023,user_68808,El algoritmo me muestra solo lo que confirma. mis creencias vivo en una burbuja digital.,IA y pérdida de autonomía humana,negativo,18722,4851
232,25/12/2023,user_37970,"Todos hablan del cambio climático, pero nadie hace nada real. ¿para qué planear un futuro?.",Generación Z y crisis de sentido,negativo,2056,2207
233,25/03/2023,user_77125,"cada vez que uso IA siento que, renuncio a algo de mi humanidad.",IA y pérdida de autonomía humana,negativo,17162,69
234,19/07/2022,user_58363,Las apps escuchan mis conversaciones. que nuestra ética y eso asusta.,IA y pérdida de autonomía humana,positivo,19018,4759
235,08/07/2023,user_50480,Subo stories feliz pero en realidad estoy. pasándola horrible las redes son puro teatro.,Generación Z y crisis de sentido,neutral,4648,4885
236,22/03/2023,user_40172,antes teníamos Messenger y éramos felices ahora hay 20 apps. y nadie responde.,Generación Z y crisis de sentido,neutral,631,367
237,26/12/2022,user_2785,"la tecnología avanza más rápido, que nuestra ética y eso asusta.",IA y pérdida de autonomía humana,positivo,15312,4259
238,03/10/2024,user_72132,Llevo 3 días sin dormir bien la presión de ser productivo 24/7. ahora hay 20 apps y nadie responde.,Generación Z y crisis de sentido,negativo,5357,2279
239,12/08/2023,user_63557,"ChatGPT hace mi tarea, Google Maps decide mi ruta, Spotify elige mi música. ¿todavía pienso por mí mismo?.",IA y pérdida de autonomía humana,negativo,5549,268
240,24/03/2022,user_89303,"Normalizar la terapia fue lo mejor que nos pasó, pero también expuso. que todos estamos rotos.",Generación Z y crisis de sentido,negativo,2584,3242
241,16/10/2022,user_62634,Mi ansiedad tiene ansiedad y encima siento culpa. podíamos ser famosos qué decepción.,Generación Z y crisis de sentido,neutral,17151,1819
242,20/08/2022,user_10152,"Las apps escuchan, mis conversaciones, porque me aparecen anuncios. de lo que hablo.",IA y pérdida de autonomía humana,negativo,19294,910
243,23/02/2022,user_77771,"la IA es útil pero estamos, perdiendo habilidades que no recuperaremos.",IA y pérdida de autonomía humana,positivo,17162,112
244,01/11/2024,user_42172,la cultura de internet destruyó nuestra capacidad de estar aburridos. y ahí está la creatividad.,Generación Z y crisis de sentido,neutral,17473,3001
245,15/05/2024,user_76510,"Las videollamadas no reemplazan, el contacto humano real. extraño abrazos sin pantallas.",Generación Z y crisis de sentido,neutral,2644,4333
246,03/10/2024,user_87656,La IA predice mis deseos antes. tiene valor aunque sea lento.,IA y pérdida de autonomía humana,neutral,3436,4929
247,26/07/2022,user_14947,la cultura de internet destruyó nuestra capacidad de estar aburridos. y ahí está la creatividad.,Generación Z y crisis de sentido,negativo,2677,2384
248,24/03/2022,user_60437,Me piden 5 años de experiencia para un trabajo entry level. todo es contenido todo es performance.,Generación Z y crisis de sentido,neutral,6437,3966
249,20/11/2024,user_45343,"Tengo 500 contactos en WhatsApp, pero me siento. más solo que nunca.",Generación Z y crisis de sentido,neutral,5661,2061
250,26/05/2024,user_6961,La cultura del hustle nos hizo creer que. mi salud mental va en picada.,Generación Z y crisis de sentido,neutral,1398,4393
251,31/12/2022,user_41504,Tres trabajos y aún no me alcanza. gracias TikTok por romper mi atención.,Generación Z y crisis de sentido,neutral,9181,3722
252,08/06/2024,user_38496,Todos mis amigos están en terapia o medicados. ahora hay 20 apps y nadie responde.,Generación Z y crisis de sentido,neutral,14103,4414
253,18/05/2022,user_81844,La IA escribe mejor que yo diseña mejor que yo. y es más rápida ¿qué me queda?.,IA y pérdida de autonomía humana,neutral,1961,2024
254,28/02/2024,user_91981,Tengo 500 contactos en WhatsApp. pero me siento más solo que nunca.,Generación Z y crisis de sentido,neutral,18665,1741
255,19/12/2023,user_59265,Mi feed está lleno de gente de mi edad siendo CEOs. gracias TikTok por romper mi atención.,Generación Z y crisis de sentido,negativo,16187,3881
256,27/09/2024,user_53292,La cultura del hustle nos hizo creer que. gracias TikTok por romper mi atención.,Generación Z y crisis de sentido,negativo,3822,160
257,25/06/2022,user_48940,"El algoritmo decide qué veo, qué pienso, qué compro, y ni siquiera. me había dado cuenta.",Generación Z y crisis de sentido,negativo,12591,4746
258,10/07/2024,user_38632,ChatGPT hace mi tarea Google Maps decide mi ruta. Spotify elige mi música ¿todavía pienso por mí mismo?.,IA y pérdida de autonomía humana,positivo,19359,2215
259,06/03/2022,user_52686,antes teníamos Messenger y éramos felices ahora hay 20 apps. y nadie responde.,Generación Z y crisis de sentido,positivo,3513,899
260,24/07/2023,user_1329,entre el doom scrolling y las noticias depresivas mi salud mental. va en picada.,Generación Z y crisis de sentido,positivo,8449,152
261,23/10/2023,user_69293,Chateamos todo el día pero cuando nos vemos. mi salud mental va en picada.,Generación Z y crisis de sentido,positivo,1083,1850
262,23/12/2023,user_82292,crecimos con YouTube creyendo que todos podíamos ser famosos. qué decepción.,Generación Z y crisis de sentido,positivo,7720,1536
263,28/05/2022,user_43446,Mi feed está lleno de gente de mi edad siendo CEOs. mientras yo apenas puedo pagar la renta.,Generación Z y crisis de sentido,positivo,5127,404
264,08/08/2023,user_88557,La cultura del hustle nos hizo creer que. no descansar es éxito pero solo estamos agotados.,Generación Z y crisis de sentido,positivo,973,4691
265,16/08/2022,user_75953,El algoritmo me muestra solo lo que confirma. mis creencias vivo en una burbuja digital.,IA y pérdida de autonomía humana,negativo,5807,2888
266,06/12/2024,user_16222,honestamente ya no sé qué es real todo es contenido. todo es performance.,Generación Z y crisis de sentido,negativo,17724,267
267,11/02/2024,user_53222,Tengo 500 contactos en WhatsApp. podíamos ser famosos qué decepción.,Generación Z y crisis de sentido,positivo,16464,2971
268,24/02/2022,user_59789,Los algoritmos saben más de mí. que yo mismo es perturbador y conveniente.,IA y pérdida de autonomía humana,negativo,9893,4433
269,27/01/2023,user_98871,"mi rutina es scroll, trabajo, scroll, dormir y repetir. ¿esto es vivir?.",Generación Z y crisis de sentido,neutral,601,166
270,16/05/2024,user_42157,"Mi ansiedad tiene ansiedad y encima siento culpa, por no estar bien. es un círculo sin fin.",Generación Z y crisis de sentido,positivo,13754,4680
271,03/05/2022,user_65905,antes teníamos Messenger y éramos felices ahora hay 20 apps. y nadie responde.,Generación Z y crisis de sentido,neutral,15674,1559
272,03/04/2022,user_55897,"Tengo 25 años y siento que debería tener, mi vida resuelta. pero no sé ni qué quiero hacer.",Generación Z y crisis de sentido,negativo,815,4229
273,14/04/2022,user_4905,Subo stories feliz pero en realidad estoy. pasándola horrible las redes son puro teatro.,Generación Z y crisis de sentido,negativo,641,1527
274,12/05/2023,user_72059,La IA escribe mejor que yo diseña mejor que yo. renuncio a algo de mi humanidad.,IA y pérdida de autonomía humana,neutral,12244,533
